mode,ridership,date
rail_mrt_kajang,5405343.0,2023-06-01
rail_mrt_kajang,5626647.0,2023-07-01
rail_mrt_kajang,5906244.0,2023-08-01
rail_mrt_kajang,5714336.0,2023-09-01
rail_mrt_kajang,6137159.0,2023-10-01
rail_mrt_kajang,6133584.0,2023-11-01
rail_mrt_kajang,6749650.0,2023-12-01
rail_mrt_kajang,6506378.0,2024-01-01
rail_mrt_kajang,6167840.0,2024-02-01
rail_mrt_kajang,6650215.0,2024-03-01
rail_mrt_kajang,6262373.0,2024-04-01
rail_mrt_kajang,7112851.0,2024-05-01
rail_mrt_kajang,6723816.0,2024-06-01
rail_mrt_kajang,7471333.0,2024-07-01
rail_mrt_kajang,7515992.0,2024-08-01
rail_mrt_kajang,7035573.0,2024-09-01
rail_mrt_kajang,7720239.0,2024-10-01
rail_mrt_kajang,7499351.0,2024-11-01
rail_mrt_kajang,7855033.0,2024-12-01
rail_mrt_kajang,7474956.0,2025-01-01
rail_mrt_kajang,7039197.0,2025-02-01
rail_mrt_kajang,7142305.0,2025-03-01
rail_mrt_kajang,7389774.0,2025-04-01
rail_mrt_kajang,7823203.0,2025-05-01
rail_mrt_kajang,7527345.0,2025-06-01
rail_mrt_kajang,8322586.0,2025-07-01
rail_mrt_kajang,8301044.0,2025-08-01
rail_mrt_pjy,0.0,2019-01-01
rail_mrt_pjy,0.0,2019-02-01
rail_mrt_pjy,0.0,2019-03-01
rail_mrt_pjy,0.0,2019-04-01
rail_mrt_pjy,0.0,2019-05-01
rail_mrt_pjy,0.0,2019-06-01
rail_mrt_pjy,0.0,2019-07-01
rail_mrt_pjy,0.0,2019-08-01
rail_mrt_pjy,0.0,2019-09-01
rail_mrt_pjy,0.0,2019-10-01
rail_mrt_pjy,0.0,2019-11-01
rail_mrt_pjy,0.0,2019-12-01
rail_mrt_pjy,0.0,2020-01-01
rail_mrt_pjy,0.0,2020-02-01
rail_mrt_pjy,0.0,2020-03-01
rail_mrt_pjy,0.0,2020-04-01
rail_mrt_pjy,0.0,2020-05-01
rail_mrt_pjy,0.0,2020-06-01
rail_mrt_pjy,0.0,2020-07-01
rail_mrt_pjy,0.0,2020-08-01
rail_mrt_pjy,0.0,2020-09-01
rail_mrt_pjy,0.0,2020-10-01
rail_mrt_pjy,0.0,2020-11-01
