date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter,total_rail,total_bus,total_ridership,month_name,month_num
2022-12-29,135248.0,1577.0,35900.0,146241,159355,192497,42552,22135.0,12248.0,5836.0,12335.0,9924.0,,603123.0,172725.0,775848.0,Dec,12
2022-12-30,136258.0,2111.0,37253.0,150034,159251,189596,44110,21893.0,13236.0,6099.0,13121.0,9994.0,,607334.0,175622.0,782956.0,Dec,12
2022-12-31,112171.0,2301.0,36635.0,138382,155629,165835,52052,19377.0,13161.0,5914.0,12707.0,9213.0,,572270.0,151107.0,723377.0,Dec,12
2023-01-01,109680.0,2888.0,41276.0,115467,127591,132223,46494,17106.0,12963.0,3994.0,11735.0,7864.0,,475437.0,153844.0,629281.0,Jan,1
2023-01-02,89423.0,1588.0,33528.0,89820,94715,99292,29279,13995.0,13264.0,4221.0,12462.0,7547.0,,364595.0,124539.0,489134.0,Jan,1
2023-01-03,161321.0,2597.0,41190.0,191994,172976,219836,37780,24345.0,10693.0,1906.0,8518.0,8430.0,,676478.0,205108.0,881586.0,Jan,1
2023-01-04,164569.0,2601.0,37988.0,160504,175987,223011,38432,24322.0,7931.0,1824.0,7339.0,7963.0,,647313.0,205158.0,852471.0,Jan,1
2023-01-05,163969.0,2485.0,39370.0,158133,174606,212051,40666,24557.0,8206.0,2622.0,9093.0,8405.0,,638339.0,205824.0,844163.0,Jan,1
2023-01-06,160521.0,2448.0,40171.0,162067,175959,212909,41227,24294.0,10832.0,3071.0,10122.0,9356.0,,649837.0,203140.0,852977.0,Jan,1
2023-01-07,110805.0,2239.0,34781.0,149618,120676,128515,33381,16291.0,10451.0,4427.0,9692.0,8126.0,,481177.0,147825.0,629002.0,Jan,1
2023-01-08,102237.0,2236.0,37988.0,91472,100974,102887,29963,13870.0,11119.0,3181.0,10401.0,6794.0,,370661.0,142461.0,513122.0,Jan,1
2023-01-09,166954.0,2374.0,39854.0,163522,173731,215462,38387,24494.0,8307.0,1589.0,8167.0,8226.0,,641885.0,209182.0,851067.0,Jan,1
2023-01-10,168101.0,2770.0,41267.0,168476,181398,231756,40226,25296.0,6468.0,1651.0,7017.0,8016.0,,670304.0,212138.0,882442.0,Jan,1
2023-01-11,172765.0,2325.0,39473.0,173549,188139,238110,41137,25600.0,6912.0,1780.0,7165.0,7877.0,,690269.0,214563.0,904832.0,Jan,1
2023-01-12,171179.0,2373.0,39197.0,171901,179420,235587,44585,25340.0,8193.0,2612.0,8766.0,8500.0,,684904.0,212749.0,897653.0,Jan,1
2023-01-13,167799.0,2430.0,40993.0,175529,184449,224938,42786,25554.0,11138.0,2932.0,10225.0,9285.0,,686836.0,211222.0,898058.0,Jan,1
2023-01-14,112705.0,1793.0,34782.0,117070,126784,129034,34708,16982.0,10495.0,4541.0,9281.0,8182.0,,457077.0,149280.0,606357.0,Jan,1
2023-01-15,103090.0,1941.0,35316.0,126288,109305,108926,31204,15294.0,11032.0,3216.0,9935.0,7106.0,,422306.0,140347.0,562653.0,Jan,1
2023-01-16,165686.0,2293.0,39759.0,163697,176188,216800,38848,24840.0,9169.0,1763.0,7893.0,8334.0,,647532.0,207738.0,855270.0,Jan,1
2023-01-17,173241.0,2164.0,41018.0,170034,187077,235205,39971,25703.0,8173.0,1704.0,7156.0,8792.0,,683815.0,216423.0,900238.0,Jan,1
2023-01-18,173751.0,2312.0,40191.0,173405,191516,236860,40050,26390.0,10009.0,2616.0,8078.0,9105.0,,698029.0,216254.0,914283.0,Jan,1
2023-01-19,168036.0,2491.0,41190.0,174880,187779,229248,40731,26188.0,12776.0,4828.0,15426.0,8371.0,,700227.0,211717.0,911944.0,Jan,1
2023-01-20,144453.0,2364.0,38226.0,157762,163205,196827,40433,24666.0,13872.0,5615.0,15034.0,7728.0,,625142.0,185043.0,810185.0,Jan,1
2023-01-21,96859.0,1968.0,35284.0,100099,95600,112134,34477,14778.0,13327.0,6528.0,12761.0,6462.0,,396166.0,134111.0,530277.0,Jan,1
2023-01-22,104505.0,2348.0,44336.0,104291,104818,127183,46299,15903.0,11872.0,7214.0,11589.0,8075.0,,437244.0,151189.0,588433.0,Jan,1
2023-01-23,97440.0,1403.0,41552.0,99938,103752,121796,41776,15857.0,13388.0,7248.0,12827.0,7758.0,,424340.0,140395.0,564735.0,Jan,1
2023-01-24,84648.0,1244.0,37717.0,85384,89532,96409,30541,13870.0,13658.0,6216.0,16257.0,7702.0,,359569.0,123609.0,483178.0,Jan,1
2023-01-25,133270.0,2069.0,38950.0,128882,135167,174525,37053,19723.0,12154.0,4264.0,10853.0,7779.0,,530400.0,174289.0,704689.0,Jan,1
2023-01-26,137510.0,2123.0,37903.0,133492,142449,181900,37251,20174.0,11328.0,4112.0,9909.0,8535.0,,549150.0,177536.0,726686.0,Jan,1
2023-01-27,153717.0,1840.0,40408.0,128567,146999,181851,46732,20320.0,12218.0,4285.0,10908.0,9772.0,,561652.0,195965.0,757617.0,Jan,1
2023-01-28,109015.0,1307.0,34785.0,118891,108712,116321,37069,14483.0,12143.0,5052.0,10511.0,8173.0,,431355.0,145107.0,576462.0,Jan,1
2023-01-29,106072.0,1492.0,34470.0,82803,98233,102989,32996,13370.0,12238.0,4053.0,10573.0,6678.0,,363933.0,142034.0,505967.0,Jan,1
2023-01-30,172258.0,2093.0,38180.0,138834,163187,200412,45793,22669.0,10879.0,2373.0,9011.0,7724.0,,600882.0,212531.0,813413.0,Jan,1
2023-01-31,178052.0,2115.0,40189.0,142870,176869,220187,47422,24155.0,9947.0,2600.0,8134.0,7080.0,,639264.0,220356.0,859620.0,Jan,1
2023-02-01,139181.0,2597.0,39697.0,92490,116731,132513,30047,16978.0,9505.0,2138.0,8160.0,6923.0,,415485.0,181475.0,596960.0,Feb,2
2023-02-02,179393.0,2437.0,38866.0,146401,179107,223621,49678,24584.0,10409.0,3870.0,10681.0,7580.0,,655931.0,220696.0,876627.0,Feb,2
2023-02-03,176499.0,2101.0,40644.0,150563,184811,221199,51514,25853.0,12206.0,4174.0,12445.0,9035.0,,671800.0,219244.0,891044.0,Feb,2
2023-02-04,121018.0,2399.0,35999.0,98443,122765,125235,40187,17535.0,12311.0,5979.0,11793.0,8004.0,,442252.0,159416.0,601668.0,Feb,2
2023-02-05,120867.0,2507.0,48827.0,87869,113489,113545,41268,16154.0,11753.0,4980.0,13497.0,6754.0,,409309.0,172201.0,581510.0,Feb,2
2023-02-06,94862.0,1278.0,30785.0,76272,92490,96772,30224,13654.0,12340.0,2815.0,11436.0,7887.0,,343890.0,126925.0,470815.0,Feb,2
2023-02-07,184988.0,1939.0,40693.0,145987,177246,226316,50005,20619.0,10328.0,2150.0,8979.0,7000.0,,648630.0,227620.0,876250.0,Feb,2
2023-02-08,183575.0,2231.0,39888.0,149118,183879,233640,50646,20936.0,9013.0,2349.0,8248.0,6868.0,,664697.0,225694.0,890391.0,Feb,2
2023-02-09,178858.0,2060.0,39574.0,146689,181403,231776,51324,20989.0,9630.0,3251.0,9825.0,7550.0,,662437.0,220492.0,882929.0,Feb,2
2023-02-10,178998.0,2119.0,40337.0,149205,182932,223607,54263,20834.0,11875.0,4134.0,11152.0,8920.0,,666922.0,221454.0,888376.0,Feb,2
2023-02-11,121305.0,1809.0,35426.0,132885,122267,130562,42515,14134.0,10992.0,5379.0,10140.0,7837.0,,476711.0,158540.0,635251.0,Feb,2
2023-02-12,116140.0,1989.0,38586.0,91573,106333,113915,40127,12644.0,11550.0,4168.0,11165.0,6716.0,,398191.0,156715.0,554906.0,Feb,2
2023-02-13,182782.0,2044.0,38195.0,147759,177132,224187,51592,20559.0,10494.0,2386.0,8625.0,7964.0,,650698.0,223021.0,873719.0,Feb,2
2023-02-14,183068.0,1723.0,40032.0,153891,192946,248887,54686,21156.0,8392.0,2320.0,7953.0,7369.0,,697600.0,224823.0,922423.0,Feb,2
2023-02-15,186724.0,1979.0,39006.0,151032,187264,242868,52052,21185.0,9192.0,2417.0,8414.0,7250.0,,681674.0,227709.0,909383.0,Feb,2
2023-02-16,184816.0,1991.0,38892.0,149254,183945,236958,51749,21642.0,10537.0,3035.0,10758.0,7953.0,,675831.0,225699.0,901530.0,Feb,2
2023-02-17,179370.0,2059.0,40377.0,152272,182412,226770,52707,21427.0,12806.0,4992.0,12467.0,9171.0,,675024.0,221806.0,896830.0,Feb,2
2023-02-18,121034.0,1881.0,34047.0,102683,119029,128846,39449,13889.0,12566.0,5717.0,11071.0,8128.0,,441378.0,156962.0,598340.0,Feb,2
2023-02-19,111871.0,1864.0,37495.0,92005,105405,110341,37181,12784.0,12850.0,5432.0,12316.0,6883.0,,395197.0,151230.0,546427.0,Feb,2
2023-02-20,177306.0,1815.0,37221.0,142058,172027,218594,50742,21006.0,11562.0,3947.0,10115.0,8143.0,,638194.0,216342.0,854536.0,Feb,2
2023-02-21,181127.0,1712.0,37491.0,145244,178568,233774,51158,21277.0,10320.0,4417.0,9134.0,7745.0,,661637.0,220330.0,881967.0,Feb,2
2023-02-22,182390.0,1829.0,37163.0,148150,184524,237250,51290,21419.0,10415.0,3812.0,9510.0,7585.0,,673955.0,221382.0,895337.0,Feb,2
2023-02-23,176518.0,1893.0,36694.0,147057,180575,232099,51159,21274.0,11461.0,4797.0,11125.0,8390.0,,667937.0,215105.0,883042.0,Feb,2
2023-02-24,173248.0,1997.0,36749.0,149371,179319,225257,52657,25248.0,13289.0,5646.0,13379.0,9253.0,,673419.0,211994.0,885413.0,Feb,2
2023-02-25,126652.0,2084.0,33847.0,100736,125913,141674,42671,17060.0,12975.0,6386.0,11742.0,8365.0,,467522.0,162583.0,630105.0,Feb,2
2023-02-26,114027.0,2310.0,35354.0,89343,112028,119406,39152,15616.0,13026.0,5968.0,12936.0,7093.0,,414568.0,151691.0,566259.0,Feb,2
2023-02-27,172898.0,1795.0,36301.0,137458,168581,216193,49445,20432.0,11758.0,4704.0,10615.0,8637.0,,627823.0,210994.0,838817.0,Feb,2
2023-02-28,180671.0,1439.0,37140.0,141073,179260,234425,51995,20578.0,10897.0,4699.0,9779.0,8421.0,,661127.0,219250.0,880377.0,Feb,2
2023-03-01,180397.0,1722.0,38153.0,148868,193100,245142,55285,26883.0,11024.0,4867.0,9798.0,8331.0,,703298.0,220272.0,923570.0,Mar,3
2023-03-02,180101.0,1775.0,35917.0,147786,190457,244336,55992,26857.0,11458.0,4893.0,11889.0,8693.0,,702361.0,217793.0,920154.0,Mar,3
2023-03-03,177867.0,1869.0,36774.0,149640,187779,233789,59131,26254.0,13146.0,5371.0,13287.0,9516.0,,697913.0,216510.0,914423.0,Mar,3
2023-03-04,136167.0,1978.0,35849.0,168384,141703,155536,52332,18279.0,12783.0,6679.0,12514.0,8630.0,,576840.0,173994.0,750834.0,Mar,3
2023-03-05,129317.0,2361.0,40724.0,99450,122548,133771,48773,16588.0,12938.0,5644.0,13980.0,7086.0,,460778.0,172402.0,633180.0,Mar,3
2023-03-06,186645.0,1963.0,39343.0,147080,181917,229775,57830,25986.0,11831.0,4889.0,10923.0,8374.0,,678605.0,227951.0,906556.0,Mar,3
2023-03-07,190344.0,2196.0,38327.0,149853,192942,249058,57650,27318.0,10996.0,4579.0,9948.0,8078.0,,710422.0,230867.0,941289.0,Mar,3
2023-03-08,193562.0,2301.0,37206.0,154959,201743,257188,58805,28298.0,11023.0,5084.0,10516.0,8189.0,,735805.0,233069.0,968874.0,Mar,3
2023-03-09,190595.0,2070.0,37408.0,151292,194910,248278,58311,27423.0,11763.0,4907.0,11807.0,8888.0,,717579.0,230073.0,947652.0,Mar,3
2023-03-10,195986.0,2149.0,38576.0,150242,190499,238785,59942,26887.0,13415.0,6068.0,14261.0,9534.0,,709633.0,236711.0,946344.0,Mar,3
2023-03-11,148973.0,1993.0,34604.0,105186,133113,144100,47848,17801.0,12758.0,6628.0,13198.0,9079.0,,489711.0,185570.0,675281.0,Mar,3
2023-03-12,148461.0,2701.0,39335.0,94621,120507,127304,45211,16841.0,13055.0,6513.0,14024.0,8288.0,,446364.0,190497.0,636861.0,Mar,3
2023-03-13,192761.0,2138.0,36429.0,146750,185074,229730,54995,27209.0,11865.0,5281.0,11290.0,9346.0,,681540.0,231328.0,912868.0,Mar,3
2023-03-14,207048.0,2204.0,36743.0,150553,197069,251005,55705,28140.0,10927.0,5219.0,10072.0,9455.0,,718145.0,245995.0,964140.0,Mar,3
2023-03-15,216954.0,2049.0,37494.0,153580,204425,255717,57065,29093.0,10946.0,4948.0,10054.0,9665.0,,735493.0,256497.0,991990.0,Mar,3
2023-03-16,212755.0,2114.0,36922.0,152272,202121,249727,56168,68737.0,11482.0,4827.0,10881.0,9805.0,,766020.0,251791.0,1017811.0,Mar,3
2023-03-17,211913.0,2089.0,38672.0,153510,203561,237651,55931,112156.0,13112.0,5571.0,12319.0,10020.0,,803831.0,252674.0,1056505.0,Mar,3
2023-03-18,160273.0,2042.0,35154.0,118171,156226,150929,47086,127158.0,12746.0,5700.0,11457.0,8888.0,,638361.0,197469.0,835830.0,Mar,3
2023-03-19,150784.0,2391.0,38138.0,103407,139476,129319,42258,126977.0,13260.0,3733.0,12376.0,7478.0,,578284.0,191313.0,769597.0,Mar,3
2023-03-20,213501.0,2726.0,39853.0,149525,193609,224568,50331,99026.0,10964.0,2547.0,8989.0,8489.0,,748048.0,256080.0,1004128.0,Mar,3
2023-03-21,219439.0,2575.0,40420.0,154444,207873,245435,51721,107404.0,8371.0,2432.0,8910.0,8295.0,,794885.0,262434.0,1057319.0,Mar,3
2023-03-22,220313.0,2594.0,40567.0,160028,212433,249230,53392,109685.0,9219.0,2657.0,13293.0,8229.0,,818166.0,263474.0,1081640.0,Mar,3
2023-03-23,200430.0,2261.0,37246.0,145300,187608,217888,47882,95509.0,9737.0,3283.0,7863.0,9048.0,,724118.0,239937.0,964055.0,Mar,3
2023-03-24,202844.0,2296.0,38776.0,145984,191564,213186,47358,99980.0,11610.0,2505.0,12789.0,9286.0,,734262.0,243916.0,978178.0,Mar,3
2023-03-25,134825.0,1426.0,30834.0,91234,118426,111617,32464,85836.0,10944.0,2892.0,9471.0,8238.0,,471122.0,167085.0,638207.0,Mar,3
2023-03-26,128386.0,1573.0,32294.0,84770,109528,101461,30376,98655.0,12333.0,3458.0,12531.0,7047.0,,460159.0,162253.0,622412.0,Mar,3
2023-03-27,201274.0,2135.0,36946.0,141894,182745,210153,46422,96590.0,10000.0,1700.0,8212.0,8323.0,,706039.0,240355.0,946394.0,Mar,3
2023-03-28,204655.0,2262.0,38665.0,146104,191735,227302,48360,104044.0,6945.0,1368.0,6848.0,8009.0,,740715.0,245582.0,986297.0,Mar,3
2023-03-29,206476.0,2045.0,38154.0,146962,197068,229649,47447,106269.0,6720.0,1184.0,6807.0,8161.0,,750267.0,246675.0,996942.0,Mar,3
2023-03-30,205175.0,2328.0,38075.0,146416,193806,226105,48596,108724.0,9362.0,2172.0,9875.0,8769.0,,753825.0,245578.0,999403.0,Mar,3
2023-03-31,201358.0,2212.0,40812.0,150414,200150,221817,49840,120111.0,12005.0,2339.0,13559.0,9342.0,,779577.0,244382.0,1023959.0,Mar,3
2023-04-01,136300.0,1707.0,33892.0,92646,119519,118086,34984,49056.0,10987.0,2980.0,9749.0,8349.0,,446356.0,171899.0,618255.0,Apr,4
2023-04-02,126548.0,2062.0,33693.0,74873,104902,107542,32652,42143.0,12160.0,2426.0,11558.0,6880.0,,395136.0,162303.0,557439.0,Apr,4
2023-04-03,204594.0,2375.0,38747.0,128403,183917,217793,46728,84537.0,9730.0,1615.0,8164.0,8356.0,,689243.0,245716.0,934959.0,Apr,4
2023-04-04,208187.0,2067.0,39398.0,132094,194012,233637,48900,89649.0,7228.0,1283.0,7198.0,8338.0,,722339.0,249652.0,971991.0,Apr,4
2023-04-05,207509.0,2419.0,37975.0,133122,197274,235454,49153,89374.0,6875.0,1375.0,7200.0,9204.0,,729031.0,247903.0,976934.0,Apr,4
2023-04-06,212113.0,2281.0,39146.0,134499,196197,233543,49919,90414.0,9858.0,3442.0,11077.0,9255.0,,738204.0,253540.0,991744.0,Apr,4
2023-04-07,203161.0,2729.0,41685.0,134497,199348,224667,53003,88734.0,12350.0,2722.0,13924.0,8409.0,,737654.0,247575.0,985229.0,Apr,4
2023-04-08,138993.0,1992.0,36633.0,93709,131798,137765,46194,53427.0,10675.0,2742.0,10463.0,8624.0,,495397.0,177618.0,673015.0,Apr,4
2023-04-09,144525.0,1919.0,40408.0,87183,117076,121577,41170,47262.0,12351.0,3697.0,12833.0,7636.0,,450785.0,186852.0,637637.0,Apr,4
2023-04-10,208812.0,2245.0,39513.0,133575,189888,223350,50067,88069.0,9999.0,1792.0,8828.0,8626.0,,714194.0,250570.0,964764.0,Apr,4
2023-04-11,210281.0,2186.0,39793.0,136234,198315,240064,51183,92687.0,7898.0,1345.0,7144.0,8421.0,,743291.0,252260.0,995551.0,Apr,4
2023-04-12,209875.0,2404.0,39223.0,137832,201047,241156,51394,93730.0,8130.0,1441.0,7768.0,8561.0,,751059.0,251502.0,1002561.0,Apr,4
2023-04-13,205868.0,2210.0,38814.0,135636,196612,237110,51069,91632.0,10993.0,2670.0,11536.0,9075.0,,746333.0,246892.0,993225.0,Apr,4
2023-04-14,203050.0,2657.0,40361.0,138070,199004,232315,54412,91838.0,12823.0,3019.0,13683.0,9479.0,,754643.0,246068.0,1000711.0,Apr,4
2023-04-15,144184.0,1699.0,35598.0,100248,134373,142299,43667,55464.0,12194.0,2903.0,11025.0,8542.0,,510715.0,181481.0,692196.0,Apr,4
2023-04-16,138990.0,1690.0,40362.0,86889,116060,118937,40146,46613.0,11837.0,2557.0,10743.0,7237.0,,441019.0,181042.0,622061.0,Apr,4
2023-04-17,200866.0,2220.0,39299.0,134216,190357,225110,50333,88181.0,10732.0,2193.0,8837.0,8624.0,,718583.0,242385.0,960968.0,Apr,4
2023-04-18,201134.0,2342.0,38290.0,140288,201816,239400,52778,93066.0,11716.0,3752.0,11995.0,8423.0,,763234.0,241766.0,1005000.0,Apr,4
2023-04-19,192783.0,1864.0,37362.0,134237,192975,223392,51282,86443.0,13599.0,4607.0,13160.0,8931.0,,728626.0,232009.0,960635.0,Apr,4
2023-04-20,171378.0,1880.0,37581.0,117269,162254,182749,47761,69726.0,13884.0,5185.0,12722.0,9714.0,,621264.0,210839.0,832103.0,Apr,4
2023-04-21,120669.0,1617.0,35158.0,88026,193332,108068,39308,76317.0,13537.0,3091.0,6941.0,9649.0,,538269.0,157444.0,695713.0,Apr,4
2023-04-22,116146.0,2338.0,38047.0,85722,129197,143378,46109,52609.0,12251.0,2869.0,6766.0,8769.0,,487670.0,156531.0,644201.0,Apr,4
2023-04-23,134364.0,2702.0,44294.0,89689,136253,151754,53910,54050.0,13218.0,4434.0,10043.0,8031.0,,521382.0,181360.0,702742.0,Apr,4
2023-04-24,111285.0,1289.0,34871.0,72625,107168,105575,38414,42921.0,13745.0,5442.0,12704.0,8808.0,,407402.0,147445.0,554847.0,Apr,4
2023-04-25,143253.0,1223.0,34737.0,100388,148498,159110,43353,63305.0,13423.0,5800.0,12617.0,8730.0,,555224.0,179213.0,734437.0,Apr,4
2023-04-26,156731.0,1263.0,34579.0,108400,163548,178284,43564,69334.0,11534.0,5403.0,12081.0,8815.0,,600963.0,192573.0,793536.0,Apr,4
2023-04-27,160170.0,1302.0,34201.0,112148,172089,189643,44351,72964.0,11671.0,5411.0,12455.0,9591.0,,630323.0,195673.0,825996.0,Apr,4
2023-04-28,161522.0,1484.0,35857.0,113102,172070,189982,46201,73785.0,13650.0,5362.0,12595.0,9577.0,,636324.0,198863.0,835187.0,Apr,4
2023-04-29,127721.0,916.0,33849.0,84014,129448,120367,36663,51027.0,13613.0,5247.0,13205.0,9068.0,,462652.0,162486.0,625138.0,Apr,4
2023-04-30,124780.0,1212.0,36935.0,79052,130064,117791,38959,49189.0,13983.0,5203.0,12855.0,8375.0,,455471.0,162927.0,618398.0,Apr,4
2023-05-01,123148.0,1702.0,35536.0,77329,119752,109753,35822,49369.0,14584.0,6375.0,17585.0,7965.0,,438534.0,160386.0,598920.0,May,5
2023-05-02,201811.0,2389.0,39707.0,130834,189089,223631,48340,89428.0,11534.0,2735.0,10334.0,8567.0,,714492.0,243907.0,958399.0,May,5
2023-05-03,199927.0,2445.0,40574.0,130830,197307,230754,48997,91581.0,10967.0,3181.0,11065.0,8542.0,,733224.0,242946.0,976170.0,May,5
2023-05-04,125864.0,1757.0,32625.0,76525,120039,116922,35206,49960.0,11027.0,4912.0,11523.0,8938.0,,435052.0,160246.0,595298.0,May,5
2023-05-05,190776.0,2610.0,39733.0,123940,180146,204238,47273,84147.0,11341.0,3939.0,12074.0,9516.0,,676614.0,233119.0,909733.0,May,5
2023-05-06,138148.0,1967.0,35305.0,86071,130919,125426,36472,55736.0,11514.0,4641.0,11899.0,8303.0,,470981.0,175420.0,646401.0,May,5
2023-05-07,135767.0,1919.0,36718.0,77914,115923,111288,34236,47759.0,12101.0,3613.0,12768.0,6785.0,,422387.0,174404.0,596791.0,May,5
2023-05-08,203789.0,2012.0,39099.0,131862,189254,218336,47794,91287.0,10384.0,2475.0,8831.0,8461.0,,708684.0,244900.0,953584.0,May,5
2023-05-09,202860.0,2201.0,40016.0,134542,199657,237094,50362,96070.0,7634.0,1964.0,7470.0,8123.0,,742916.0,245077.0,987993.0,May,5
2023-05-10,209184.0,2094.0,39868.0,135326,202651,237838,50912,97078.0,7951.0,2117.0,7869.0,8173.0,,749915.0,251146.0,1001061.0,May,5
2023-05-11,205245.0,2183.0,38643.0,135193,199133,235515,50063,96618.0,9595.0,2864.0,10187.0,8588.0,,747756.0,246071.0,993827.0,May,5
2023-05-12,197076.0,2494.0,40599.0,155220,201106,228790,51220,93892.0,12162.0,4186.0,12639.0,9490.0,,768705.0,240169.0,1008874.0,May,5
2023-05-13,139298.0,1969.0,34815.0,108804,136667,133087,38869,58528.0,11360.0,4294.0,11563.0,8852.0,,512024.0,176082.0,688106.0,May,5
2023-05-14,131677.0,1719.0,34893.0,95452,119052,113623,37153,49757.0,11892.0,3216.0,12497.0,7144.0,,449786.0,168289.0,618075.0,May,5
2023-05-15,192758.0,1806.0,37207.0,149682,191649,222055,49381,92732.0,10475.0,2119.0,9477.0,8482.0,,736052.0,231771.0,967823.0,May,5
2023-05-16,198282.0,1718.0,39111.0,151847,199677,235020,49804,96685.0,7476.0,1853.0,8323.0,8147.0,,758832.0,239111.0,997943.0,May,5
2023-05-17,196528.0,1807.0,38040.0,153952,204766,240904,50043,98903.0,7714.0,1967.0,8744.0,8181.0,,775174.0,236375.0,1011549.0,May,5
2023-05-18,197657.0,1998.0,38049.0,149259,196256,231263,48589,95655.0,9541.0,2764.0,9689.0,8810.0,,751826.0,237704.0,989530.0,May,5
2023-05-19,193650.0,2420.0,38145.0,151662,189183,224887,53865,93284.0,11899.0,4096.0,11927.0,9451.0,,750254.0,234215.0,984469.0,May,5
2023-05-20,137660.0,1383.0,34132.0,112752,143396,140750,41021,61155.0,11420.0,4614.0,10962.0,8601.0,,534671.0,173175.0,707846.0,May,5
2023-05-21,128187.0,1797.0,34420.0,91464,120968,118419,37465,50077.0,11793.0,3997.0,11893.0,7125.0,,453201.0,164404.0,617605.0,May,5
2023-05-22,192848.0,1325.0,37987.0,146979,187208,214510,47900,91750.0,10360.0,2916.0,8783.0,8489.0,,718895.0,232160.0,951055.0,May,5
2023-05-23,192716.0,2052.0,38910.0,150232,196056,228305,49143,96175.0,8229.0,1731.0,7864.0,8215.0,,745950.0,233678.0,979628.0,May,5
2023-05-24,195625.0,1970.0,38344.0,151343,198849,231269,48335,96313.0,8678.0,1936.0,8360.0,8276.0,,753359.0,235939.0,989298.0,May,5
2023-05-25,190973.0,1985.0,37712.0,151274,197251,230250,48186,95888.0,11362.0,3658.0,12216.0,9047.0,,759132.0,230670.0,989802.0,May,5
2023-05-26,192074.0,2347.0,38723.0,162951,200976,224838,52790,96111.0,13820.0,6015.0,15320.0,9692.0,,782513.0,233144.0,1015657.0,May,5
2023-05-27,143327.0,1356.0,33774.0,139102,158770,148598,46404,66788.0,13185.0,6462.0,13395.0,8824.0,,601528.0,178457.0,779985.0,May,5
2023-05-28,133262.0,1574.0,35510.0,121106,132299,130072,44106,56660.0,13030.0,6025.0,15188.0,7698.0,,526184.0,170346.0,696530.0,May,5
2023-05-29,185086.0,1289.0,34927.0,165647,198314,226965,51834,97058.0,12789.0,5964.0,13096.0,9078.0,,780745.0,221302.0,1002047.0,May,5
2023-05-30,185984.0,1164.0,36642.0,169100,208508,242751,53485,101738.0,12488.0,5815.0,11823.0,9205.0,,814913.0,223790.0,1038703.0,May,5
2023-05-31,187801.0,1370.0,36978.0,176657,219424,250260,54916,104867.0,11995.0,5327.0,4711.0,9501.0,,837658.0,226149.0,1063807.0,May,5
2023-06-01,191417.0,1802.0,37338.0,175361,211506,249299,55529,103959.0,13028.0,5906.0,13569.0,9582.0,,837739.0,230557.0,1068296.0,Jun,6
2023-06-02,187215.0,2357.0,37552.0,176485,204499,232407,57731,96660.0,13546.0,6986.0,14933.0,8779.0,,812026.0,227124.0,1039150.0,Jun,6
2023-06-03,146319.0,2105.0,36394.0,146465,156187,157850,49680,69131.0,13121.0,6987.0,14786.0,9028.0,,623235.0,184818.0,808053.0,Jun,6
2023-06-04,139375.0,2495.0,38332.0,131090,149436,148583,51853,64120.0,13022.0,5930.0,13790.0,8535.0,,586359.0,180202.0,766561.0,Jun,6
2023-06-05,119743.0,1979.0,35197.0,89366,117474,115493,36035,51959.0,13518.0,6923.0,17544.0,9032.0,,457344.0,156919.0,614263.0,Jun,6
2023-06-06,194997.0,2651.0,39835.0,153661,199672,234435,49066,99437.0,11712.0,2371.0,10528.0,9073.0,,769955.0,237483.0,1007438.0,Jun,6
2023-06-07,197269.0,3069.0,39725.0,156567,207015,241051,50768,101954.0,9942.0,2122.0,8723.0,9041.0,,787183.0,240063.0,1027246.0,Jun,6
2023-06-08,200283.0,3387.0,40131.0,158115,210260,242224,51878,102631.0,9823.0,2778.0,9779.0,9614.0,,797102.0,243801.0,1040903.0,Jun,6
2023-06-09,192899.0,3392.0,41469.0,155450,204828,231582,53128,98460.0,11664.0,4491.0,11411.0,9723.0,,780737.0,237760.0,1018497.0,Jun,6
2023-06-10,140908.0,2344.0,35898.0,109688,147239,146083,41532,63891.0,11417.0,5360.0,10849.0,8952.0,,545011.0,179150.0,724161.0,Jun,6
2023-06-11,135585.0,2510.0,39195.0,96137,128073,124821,39072,54123.0,11788.0,3900.0,12064.0,7710.0,,477688.0,177290.0,654978.0,Jun,6
2023-06-12,191321.0,2781.0,39388.0,151140,195458,219201,50145,96615.0,10525.0,2212.0,9494.0,8973.0,,743763.0,233490.0,977253.0,Jun,6
2023-06-13,195416.0,2397.0,38827.0,154145,204162,237871,50513,101502.0,8223.0,1753.0,8409.0,9177.0,,775755.0,236640.0,1012395.0,Jun,6
2023-06-14,193067.0,2342.0,38688.0,155494,208850,240286,51519,103156.0,8512.0,2188.0,8294.0,9436.0,,787735.0,234097.0,1021832.0,Jun,6
2023-06-15,194765.0,2512.0,40527.0,154757,207533,235490,51794,102251.0,10106.0,2938.0,11126.0,9665.0,,785660.0,237804.0,1023464.0,Jun,6
2023-06-16,191655.0,2766.0,41927.0,154099,206417,225714,53753,98015.0,11875.0,4510.0,12541.0,9923.0,,776847.0,236348.0,1013195.0,Jun,6
2023-06-17,137680.0,2136.0,35745.0,106553,141561,135582,41295,59911.0,11650.0,5323.0,11108.0,8983.0,,521966.0,175561.0,697527.0,Jun,6
